ROW_NUM,CTPRVN_NM,SIGUNGU_NM,EMD_NM,LVSTCK_NM,FARM_CO,FARM_LOCPLC
10751,전라남도,구례군,마산면,칠면조,2,전라남도 구례군 마산면
10752,경상남도,산청군,단성면,사슴,3,경상남도 산청군 단성면
10753,충청북도,청원군,문의면,닭,8,충청북도 청원군 문의면
10754,강원도,강릉시,죽헌동,닭,3,강원도 강릉시 죽헌동
10755,전라북도,군산시,신관동,관상조,1,전라북도 군산시 신관동
10756,경상남도,창원시 진해구,죽곡동,사슴,2,경상남도 창원시 진해구 죽곡동
10757,충청북도,진천군,이월면,사슴,2,충청북도 진천군 이월면
10758,대전광역시,유성구,성북동,염소,2,대전광역시 유성구 성북동
10759,충청북도,청원군,문의면,사슴,2,충청북도 청원군 문의면
10760,충청북도,충주시,신니면,토끼,7,충청북도 충주시 신니면
10761,전라남도,신안군,팔금면,돼지,1,전라남도 신안군 팔금면
10762,경기도,화성시,정남면,염소,4,경기도 화성시 정남면
10763,경상북도,안동시,임하면,사슴,2,경상북도 안동시 임하면
10764,경상남도,거창군,고제면,오리,3,경상남도 거창군 고제면
10765,충청남도,당진시,우강면,염소,3,충청남도 당진시 우강면
10766,강원도,원주시,봉산동,닭,14,강원도 원주시 봉산동
10767,경상북도,안동시,녹전면,염소,4,경상북도 안동시 녹전면
10768,경기도,양평군,단월면,닭,14,경기도 양평군 단월면
10769,전라남도,고흥군,남양면,닭,17,전라남도 고흥군 남양면
10770,강원도,강릉시,강동면,돼지,8,강원도 강릉시 강동면
10771,전라북도,남원시,운봉읍,사슴,1,전라북도 남원시 운봉읍
10772,충청북도,청주시 흥덕구,지동동,염소,2,충청북도 청주시 흥덕구 지동동
10773,전라북도,무주군,적상면,거위,2,전라북도 무주군 적상면
10774,전라남도,영광군,법성면,돼지,3,전라남도 영광군 법성면
10775,강원도,철원군,김화읍,꿀벌,3,강원도 철원군 김화읍
10776,경상남도,양산시,하북면,사슴,6,경상남도 양산시 하북면
10777,경상북도,경주시,현곡면,사슴,4,경상북도 경주시 현곡면
10778,전라북도,남원시,주생면,염소,5,전라북도 남원시 주생면
10779,전라남도,광양시,진상면,사슴,1,전라남도 광양시 진상면
10780,부산광역시,연제구,거제동,닭,1,부산광역시 연제구 거제동
10781,대전광역시,유성구,구성동,오리,1,대전광역시 유성구 구성동
10782,전라남도,장성군,북일면,오리,2,전라남도 장성군 북일면
10783,충청남도,공주시,석장리동,닭,2,충청남도 공주시 석장리동
10784,전라남도,화순군,도암면,염소,5,전라남도 화순군 도암면
10785,경상북도,영덕군,축산면,돼지,1,경상북도 영덕군 축산면
10786,전라남도,장흥군,대덕읍,닭,5,전라남도 장흥군 대덕읍
10787,경상남도,밀양시,삼랑진읍,산양,1,경상남도 밀양시 삼랑진읍
10788,전라남도,여수시,해산동,염소,5,전라남도 여수시 해산동
10789,충청남도,서산시,해미면,돼지,7,충청남도 서산시 해미면
10790,강원도,동해시,송정동,닭,3,강원도 동해시 송정동
10791,제주특별자치도,서귀포시,서홍동,사슴,1,제주특별자치도 서귀포시 서홍동
10792,경상북도,포항시 남구,호미곶면,거위,3,경상북도 포항시 남구 호미곶면
10793,경상북도,포항시 남구,호미곶면,기러기,1,경상북도 포항시 남구 호미곶면
10794,경상북도,상주시,사벌면,닭,4,경상북도 상주시 사벌면
10795,전라남도,함평군,나산면,오리,6,전라남도 함평군 나산면
10796,전라남도,고흥군,두원면,닭,13,전라남도 고흥군 두원면
10797,충청남도,당진시,면천면,돼지,5,충청남도 당진시 면천면
10798,전라북도,장수군,장계면,돼지,3,전라북도 장수군 장계면
10799,인천광역시,강화군,내가면,사슴,1,인천광역시 강화군 내가면
10800,전라남도,순천시,서면,염소,11,전라남도 순천시 서면
10801,경기도,시흥시,논곡동,닭,2,경기도 시흥시 논곡동
10802,경상북도,상주시,내서면,사슴,2,경상북도 상주시 내서면
10803,대전광역시,유성구,용계동,돼지,1,대전광역시 유성구 용계동
10804,전라북도,정읍시,정우면,산양,1,전라북도 정읍시 정우면
10805,전라북도,임실군,오수면,돼지,7,전라북도 임실군 오수면
10806,강원도,화천군,간동면,염소,6,강원도 화천군 간동면
10807,경기도,고양시 일산서구,대화동,닭,4,경기도 고양시 일산서구 대화동
10808,울산광역시,울주군,서생면,돼지,1,울산광역시 울주군 서생면
10809,경기도,광주시,초월읍,오리,1,경기도 광주시 초월읍
10810,충청북도,충주시,엄정면,기러기,2,충청북도 충주시 엄정면
10811,강원도,삼척시,노곡면,염소,4,강원도 삼척시 노곡면
10812,경기도,화성시,송산면,닭,7,경기도 화성시 송산면
10813,경상북도,포항시 북구,흥해읍,기러기,1,경상북도 포항시 북구 흥해읍
10814,전라남도,담양군,대전면,사슴,2,전라남도 담양군 대전면
10815,제주특별자치도,서귀포시,도순동,돼지,1,제주특별자치도 서귀포시 도순동
10816,전라북도,임실군,강진면,염소,7,전라북도 임실군 강진면
10817,강원도,인제군,상남면,닭,7,강원도 인제군 상남면
10818,경상북도,경산시,하양읍,돼지,3,경상북도 경산시 하양읍
10819,제주특별자치도,서귀포시,색달동,말,5,제주특별자치도 서귀포시 색달동
10820,전라북도,군산시,옥산면,닭,7,전라북도 군산시 옥산면
10821,경상남도,창원시 성산구,안민동,염소,1,경상남도 창원시 성산구 안민동
10822,경상남도,고성군,마암면,관상조,1,경상남도 고성군 마암면
10823,충청남도,아산시,풍기동,염소,1,충청남도 아산시 풍기동
10824,강원도,평창군,평창읍,사슴,6,강원도 평창군 평창읍
10825,전라남도,장흥군,장평면,오리,10,전라남도 장흥군 장평면
10826,충청남도,보령시,내항동,오리,2,충청남도 보령시 내항동
10827,경상남도,김해시,삼계동,닭,3,경상남도 김해시 삼계동
10828,충청남도,서천군,비인면,산양,1,충청남도 서천군 비인면
10829,경기도,여주시,대신면,염소,7,경기도 여주시 대신면
10830,경기도,성남시 수정구,사송동,닭,1,경기도 성남시 수정구 사송동
10831,경상북도,경산시,용성면,돼지,3,경상북도 경산시 용성면
10832,충청남도,청양군,운곡면,꿀벌,1,충청남도 청양군 운곡면
10833,경상북도,군위군,효령면,염소,3,경상북도 군위군 효령면
10834,대전광역시,유성구,반석동,닭,1,대전광역시 유성구 반석동
10835,강원도,동해시,동회동,닭,3,강원도 동해시 동회동
10836,경상북도,의성군,의성읍,거위,1,경상북도 의성군 의성읍
10837,광주광역시,광산구,요기동,닭,1,광주광역시 광산구 요기동
10838,전라북도,부안군,주산면,닭,13,전라북도 부안군 주산면
10839,경기도,양주시,봉양동,토끼,1,경기도 양주시 봉양동
10840,전라북도,김제시,백학동,꿀벌,1,전라북도 김제시 백학동
10841,충청남도,당진시,석문면,산양,1,충청남도 당진시 석문면
10842,충청북도,충주시,앙성면,염소,7,충청북도 충주시 앙성면
10843,충청남도,홍성군,구항면,꿀벌,3,충청남도 홍성군 구항면
10844,경상북도,울진군,후포면,염소,3,경상북도 울진군 후포면
10845,충청남도,천안시 동남구,목천읍,칠면조,2,충청남도 천안시 동남구 목천읍
10846,경상북도,문경시,농암면,칠면조,3,경상북도 문경시 농암면
10847,경기도,화성시,비봉면,꿀벌,3,경기도 화성시 비봉면
10848,경상남도,함양군,휴천면,사슴,4,경상남도 함양군 휴천면
10849,강원도,강릉시,옥계면,돼지,2,강원도 강릉시 옥계면
10850,강원도,홍천군,홍천읍,칠면조,3,강원도 홍천군 홍천읍
10851,부산광역시,해운대구,석대동,닭,2,부산광역시 해운대구 석대동
10852,전라북도,김제시,공덕면,사슴,1,전라북도 김제시 공덕면
10853,대구광역시,동구,평광동,돼지,1,대구광역시 동구 평광동
10854,전라남도,무안군,해제면,오리,4,전라남도 무안군 해제면
10855,경상북도,포항시 북구,기계면,돼지,3,경상북도 포항시 북구 기계면
10856,인천광역시,중구,운북동,닭,5,인천광역시 중구 운북동
10857,인천광역시,중구,운남동,닭,1,인천광역시 중구 운남동
10858,인천광역시,중구,운남동,거위,1,인천광역시 중구 운남동
10859,울산광역시,동구,전하동,닭,1,울산광역시 동구 전하동
10860,경상북도,경주시,암곡동,사슴,1,경상북도 경주시 암곡동
10861,충청남도,홍성군,광천읍,기러기,1,충청남도 홍성군 광천읍
10862,경상북도,영천시,청통면,오리,1,경상북도 영천시 청통면
10863,충청북도,영동군,황간면,돼지,4,충청북도 영동군 황간면
10864,대구광역시,달성군,가창면,관상조,1,대구광역시 달성군 가창면
10865,전라북도,남원시,송동면,거위,3,전라북도 남원시 송동면
10866,경기도,광주시,남한산성면,사슴,1,경기도 광주시 남한산성면
10867,충청북도,단양군,영춘면,토끼,2,충청북도 단양군 영춘면
10868,경상북도,고령군,우곡면,돼지,9,경상북도 고령군 우곡면
10869,강원도,동해시,이도동,닭,2,강원도 동해시 이도동
10870,경상남도,함안군,군북면,거위,3,경상남도 함안군 군북면
10871,충청북도,청주시 청원구,내덕동,꿀벌,1,충청북도 청주시 청원구 내덕동
10872,강원도,화천군,상서면,기러기,1,강원도 화천군 상서면
10873,충청남도,공주시,의당면,사슴,1,충청남도 공주시 의당면
10874,전라북도,정읍시,상평동,닭,2,전라북도 정읍시 상평동
10875,충청북도,청원군,내수읍,돼지,2,충청북도 청원군 내수읍
10876,충청남도,천안시 동남구,병천면,칠면조,1,충청남도 천안시 동남구 병천면
10877,충청북도,충주시,엄정면,칠면조,1,충청북도 충주시 엄정면
10878,전라북도,남원시,내척동,닭,4,전라북도 남원시 내척동
10879,경상북도,김천시,지좌동,닭,2,경상북도 김천시 지좌동
10880,전라남도,신안군,압해읍,염소,6,전라남도 신안군 압해읍
10881,충청남도,서산시,지곡면,거위,2,충청남도 서산시 지곡면
10882,전라북도,임실군,청웅면,꿀벌,1,전라북도 임실군 청웅면
10883,충청북도,괴산군,사리면,꿀벌,3,충청북도 괴산군 사리면
10884,경상북도,안동시,와룡면,오리,2,경상북도 안동시 와룡면
10885,경기도,양평군,단월면,사슴,2,경기도 양평군 단월면
10886,전라남도,순천시,주암면,돼지,3,전라남도 순천시 주암면
10887,전라북도,김제시,금산면,칠면조,5,전라북도 김제시 금산면
10888,경상북도,예천군,하리면,닭,1,경상북도 예천군 하리면
10889,충청북도,청주시 청원구,정북동,꿀벌,3,충청북도 청주시 청원구 정북동
10890,경상북도,포항시 남구,연일읍,거위,1,경상북도 포항시 남구 연일읍
10891,전라남도,장흥군,장흥읍,거위,1,전라남도 장흥군 장흥읍
10892,충청남도,당진시,석문면,관상조,1,충청남도 당진시 석문면
10893,경상북도,상주시,중덕동,닭,1,경상북도 상주시 중덕동
10894,경기도,여주시,가남읍,메추리,2,경기도 여주시 가남읍
10895,전라남도,무안군,현경면,사슴,1,전라남도 무안군 현경면
10896,경상남도,창원시 성산구,남지동,염소,4,경상남도 창원시 성산구 남지동
10897,경상남도,창원시 성산구,남지동,닭,5,경상남도 창원시 성산구 남지동
10898,전라남도,광양시,다압면,사슴,1,전라남도 광양시 다압면
10899,전라남도,함평군,학교면,타조,1,전라남도 함평군 학교면
10900,경상북도,영천시,도동,닭,3,경상북도 영천시 도동
10901,광주광역시,북구,장등동,염소,1,광주광역시 북구 장등동
10902,충청남도,공주시,정안면,오리,4,충청남도 공주시 정안면
10903,울산광역시,울주군,온산읍,돼지,2,울산광역시 울주군 온산읍
10904,전라북도,익산시,금마면,기러기,1,전라북도 익산시 금마면
10905,전라북도,정읍시,송산동,닭,2,전라북도 정읍시 송산동
10906,경상북도,예천군,효자면,기러기,1,경상북도 예천군 효자면
10907,강원도,평창군,대관령면,염소,7,강원도 평창군 대관령면
10908,전라북도,익산시,여산면,오리,1,전라북도 익산시 여산면
10909,전라북도,순창군,금과면,토끼,3,전라북도 순창군 금과면
10910,전라남도,나주시,금천면,돼지,1,전라남도 나주시 금천면
10911,경상북도,의성군,단밀면,기러기,1,경상북도 의성군 단밀면
10912,충청남도,공주시,유구읍,오리,1,충청남도 공주시 유구읍
10913,인천광역시,옹진군,대청면,닭,2,인천광역시 옹진군 대청면
10914,충청남도,공주시,계룡면,말,1,충청남도 공주시 계룡면
10915,전라북도,익산시,성당면,돼지,7,전라북도 익산시 성당면
10916,경상북도,청도군,금천면,돼지,1,경상북도 청도군 금천면
10917,전라남도,광양시,옥룡면,사슴,1,전라남도 광양시 옥룡면
10918,충청남도,부여군,내산면,돼지,1,충청남도 부여군 내산면
10919,강원도,평창군,대화면,꿩,1,강원도 평창군 대화면
10920,경상북도,군위군,효령면,닭,16,경상북도 군위군 효령면
10921,충청남도,예산군,응봉면,돼지,6,충청남도 예산군 응봉면
10922,전라북도,부안군,줄포면,염소,4,전라북도 부안군 줄포면
10923,강원도,원주시,소초면,거위,2,강원도 원주시 소초면
10924,강원도,원주시,소초면,칠면조,3,강원도 원주시 소초면
10925,충청북도,진천군,광혜원면,토끼,3,충청북도 진천군 광혜원면
10926,경상남도,하동군,악양면,꿀벌,2,경상남도 하동군 악양면
10927,경상북도,영주시,조와동,닭,4,경상북도 영주시 조와동
10928,경상북도,문경시,가은읍,돼지,3,경상북도 문경시 가은읍
10929,전라북도,진안군,안천면,염소,3,전라북도 진안군 안천면
10930,충청북도,진천군,초평면,사슴,4,충청북도 진천군 초평면
10931,경기도,의정부시,녹양동,염소,1,경기도 의정부시 녹양동
10932,대전광역시,서구,우명동,닭,3,대전광역시 서구 우명동
10933,경기도,양주시,장흥면,토끼,1,경기도 양주시 장흥면
10934,전라북도,진안군,정천면,거위,1,전라북도 진안군 정천면
10935,충청남도,아산시,둔포면,기러기,1,충청남도 아산시 둔포면
10936,충청남도,홍성군,홍성읍,오리,1,충청남도 홍성군 홍성읍
10937,충청남도,서천군,판교면,사슴,6,충청남도 서천군 판교면
10938,경기도,광주시,곤지암읍,토끼,1,경기도 광주시 곤지암읍
10939,경상북도,문경시,마성면,사슴,2,경상북도 문경시 마성면
10940,강원도,강릉시,주문진읍,칠면조,1,강원도 강릉시 주문진읍
10941,충청남도,홍성군,갈산면,사슴,1,충청남도 홍성군 갈산면
10942,전라북도,부안군,부안읍,사슴,2,전라북도 부안군 부안읍
10943,전라북도,남원시,산동면,사슴,1,전라북도 남원시 산동면
10944,전라남도,장흥군,대덕읍,염소,6,전라남도 장흥군 대덕읍
10945,경상북도,의성군,구천면,돼지,3,경상북도 의성군 구천면
10946,충청남도,서산시,예천동,닭,4,충청남도 서산시 예천동
10947,경기도,평택시,포승읍,사슴,2,경기도 평택시 포승읍
10948,경상북도,안동시,풍천면,꿩,1,경상북도 안동시 풍천면
10949,경상남도,양산시,평산동,거위,2,경상남도 양산시 평산동
10950,전라북도,완주군,용진읍,염소,6,전라북도 완주군 용진읍
10951,대구광역시,달성군,옥포면,닭,2,대구광역시 달성군 옥포면
10952,충청북도,충주시,중앙탑면,돼지,1,충청북도 충주시 중앙탑면
10953,경상남도,고성군,거류면,사슴,2,경상남도 고성군 거류면
10954,강원도,원주시,행구동,닭,2,강원도 원주시 행구동
10955,충청남도,금산군,진산면,관상조,1,충청남도 금산군 진산면
10956,경상남도,창원시 의창구,북면,사슴,1,경상남도 창원시 의창구 북면
10957,전라북도,부안군,진서면,염소,2,전라북도 부안군 진서면
10958,대구광역시,동구,송정동,염소,1,대구광역시 동구 송정동
10959,경상북도,포항시 북구,청하면,거위,3,경상북도 포항시 북구 청하면
10960,전라남도,담양군,대덕면,거위,2,전라남도 담양군 대덕면
10961,경상남도,사천시,노룡동,닭,2,경상남도 사천시 노룡동
10962,경기도,안성시,원곡면,돼지,2,경기도 안성시 원곡면
10963,충청북도,제천시,산곡동,사슴,1,충청북도 제천시 산곡동
10964,충청북도,영동군,심천면,기러기,1,충청북도 영동군 심천면
10965,경상남도,사천시,봉남동,염소,1,경상남도 사천시 봉남동
10966,경기도,양평군,양동면,칠면조,2,경기도 양평군 양동면
10967,강원도,철원군,동송읍,염소,3,강원도 철원군 동송읍
10968,경상남도,김해시,유하동,염소,1,경상남도 김해시 유하동
10969,경상북도,문경시,신기동,염소,4,경상북도 문경시 신기동
10970,경상북도,김천시,덕곡동,닭,2,경상북도 김천시 덕곡동
10971,경기도,평택시,서탄면,토끼,1,경기도 평택시 서탄면
10972,충청남도,서산시,부석면,칠면조,2,충청남도 서산시 부석면
10973,전라남도,장성군,황룡면,염소,5,전라남도 장성군 황룡면
10974,경상남도,통영시,도산면,오리,1,경상남도 통영시 도산면
10975,강원도,평창군,용평면,관상조,4,강원도 평창군 용평면
10976,경상남도,함양군,마천면,오리,1,경상남도 함양군 마천면
10977,전라북도,무주군,적상면,기러기,1,전라북도 무주군 적상면
10978,제주특별자치도,제주시,애월읍,오리,2,제주특별자치도 제주시 애월읍
10979,경기도,안성시,보개면,꿀벌,1,경기도 안성시 보개면
10980,전라북도,김제시,입석동,돼지,2,전라북도 김제시 입석동
10981,전라남도,여수시,돌산읍,거위,2,전라남도 여수시 돌산읍
10982,전라남도,진도군,지산면,돼지,2,전라남도 진도군 지산면
10983,충청남도,서산시,인지면,돼지,3,충청남도 서산시 인지면
10984,경상남도,창원시 마산회원구,내서읍,염소,3,경상남도 창원시 마산회원구 내서읍
10985,충청남도,홍성군,서부면,꿀벌,1,충청남도 홍성군 서부면
10986,충청남도,태안군,태안읍,염소,9,충청남도 태안군 태안읍
10987,전라남도,곡성군,목사동면,돼지,2,전라남도 곡성군 목사동면
10988,충청남도,보령시,웅천읍,말,1,충청남도 보령시 웅천읍
10989,경상북도,안동시,옥동,염소,1,경상북도 안동시 옥동
10990,전라남도,장흥군,관산읍,오리,1,전라남도 장흥군 관산읍
10991,경상북도,영주시,상망동,꿀벌,1,경상북도 영주시 상망동
10992,경상남도,남해군,남해읍,꿀벌,3,경상남도 남해군 남해읍
10993,충청남도,공주시,태봉동,염소,4,충청남도 공주시 태봉동
10994,충청북도,증평군,도안면,토끼,1,충청북도 증평군 도안면
10995,울산광역시,울주군,삼동면,꿀벌,2,울산광역시 울주군 삼동면
10996,대전광역시,유성구,원내동,닭,1,대전광역시 유성구 원내동
10997,전라북도,군산시,사정동,닭,2,전라북도 군산시 사정동
10998,전라남도,담양군,수북면,돼지,2,전라남도 담양군 수북면
10999,경상남도,사천시,와룡동,염소,2,경상남도 사천시 와룡동
11000,울산광역시,울주군,언양읍,사슴,1,울산광역시 울주군 언양읍
11001,경상남도,합천군,초계면,꿀벌,2,경상남도 합천군 초계면
11002,경상북도,봉화군,춘양면,오리,4,경상북도 봉화군 춘양면
11003,강원도,강릉시,월호평동,닭,2,강원도 강릉시 월호평동
11004,경기도,용인시 처인구,양지면,오리,1,경기도 용인시 처인구 양지면
11005,경상남도,함양군,백전면,염소,8,경상남도 함양군 백전면
11006,충청남도,예산군,오가면,꿀벌,1,충청남도 예산군 오가면
11007,강원도,횡성군,청일면,꿩,1,강원도 횡성군 청일면
11008,전라북도,부안군,주산면,사슴,3,전라북도 부안군 주산면
11009,경상북도,성주군,수륜면,돼지,2,경상북도 성주군 수륜면
11010,전라북도,익산시,목천동,닭,2,전라북도 익산시 목천동
11011,인천광역시,강화군,송해면,관상조,2,인천광역시 강화군 송해면
11012,충청북도,충주시,대소원면,면양,1,충청북도 충주시 대소원면
11013,충청북도,괴산군,문광면,기러기,1,충청북도 괴산군 문광면
11014,전라북도,익산시,금마면,염소,1,전라북도 익산시 금마면
11015,충청북도,충주시,소태면,말,1,충청북도 충주시 소태면
11016,충청북도,충주시,소태면,돼지,2,충청북도 충주시 소태면
11017,경기도,평택시,포승읍,기러기,1,경기도 평택시 포승읍
11018,경상북도,의성군,단촌면,사슴,1,경상북도 의성군 단촌면
11019,울산광역시,북구,중산동,꿀벌,1,울산광역시 북구 중산동
11020,전라남도,여수시,만흥동,칠면조,1,전라남도 여수시 만흥동
11021,충청북도,제천시,신월동,염소,2,충청북도 제천시 신월동
11022,충청남도,부여군,임천면,돼지,2,충청남도 부여군 임천면
11023,울산광역시,울주군,웅촌면,사슴,1,울산광역시 울주군 웅촌면
11024,경상북도,청송군,진보면,돼지,1,경상북도 청송군 진보면
11025,경상남도,김해시,화목동,염소,1,경상남도 김해시 화목동
11026,충청북도,제천시,고명동,오리,1,충청북도 제천시 고명동
11027,인천광역시,서구,불로동,돼지,1,인천광역시 서구 불로동
11028,충청남도,서산시,인지면,기러기,1,충청남도 서산시 인지면
11029,전라북도,정읍시,칠보면,기러기,1,전라북도 정읍시 칠보면
11030,경상북도,문경시,호계면,돼지,5,경상북도 문경시 호계면
11031,강원도,횡성군,공근면,칠면조,4,강원도 횡성군 공근면
11032,충청북도,제천시,송학면,토끼,2,충청북도 제천시 송학면
11033,경기도,시흥시,무지내동,개,1,경기도 시흥시 무지내동
11034,강원도,철원군,서면,말,1,강원도 철원군 서면
11035,광주광역시,광산구,고룡동,염소,1,광주광역시 광산구 고룡동
11036,전라남도,순천시,주암면,칠면조,1,전라남도 순천시 주암면
11037,전라남도,구례군,광의면,칠면조,1,전라남도 구례군 광의면
11038,경상남도,창녕군,창녕읍,칠면조,1,경상남도 창녕군 창녕읍
11039,전라북도,익산시,금마면,관상조,2,전라북도 익산시 금마면
11040,전라남도,여수시,학용동,닭,1,전라남도 여수시 학용동
11041,전라남도,신안군,비금면,닭,3,전라남도 신안군 비금면
11042,부산광역시,기장군,철마면,꿀벌,1,부산광역시 기장군 철마면
11043,제주특별자치도,서귀포시,표선면,거위,2,제주특별자치도 서귀포시 표선면
11044,경기도,여주시,점동면,염소,5,경기도 여주시 점동면
11045,전라남도,영광군,홍농읍,사슴,2,전라남도 영광군 홍농읍
11046,강원도,동해시,부곡동,닭,2,강원도 동해시 부곡동
11047,전라북도,정읍시,상평동,돼지,1,전라북도 정읍시 상평동
11048,경상남도,거창군,가조면,돼지,3,경상남도 거창군 가조면
11049,전라북도,순창군,쌍치면,사슴,2,전라북도 순창군 쌍치면
11050,전라북도,정읍시,망제동,거위,1,전라북도 정읍시 망제동
11051,대구광역시,북구,동호동,닭,3,대구광역시 북구 동호동
11052,대구광역시,북구,동호동,기러기,1,대구광역시 북구 동호동
11053,강원도,횡성군,안흥면,사슴,3,강원도 횡성군 안흥면
11054,전라북도,익산시,모현동1가,닭,1,전라북도 익산시 모현동1가
11055,경상남도,합천군,야로면,꿀벌,4,경상남도 합천군 야로면
11056,경상북도,포항시 남구,장기면,꿀벌,1,경상북도 포항시 남구 장기면
11057,경상북도,청도군,각남면,돼지,3,경상북도 청도군 각남면
11058,강원도,평창군,진부면,오리,2,강원도 평창군 진부면
11059,충청북도,충주시,직동,관상조,1,충청북도 충주시 직동
11060,경상남도,거창군,고제면,기러기,1,경상남도 거창군 고제면
11061,경상남도,창녕군,대지면,돼지,2,경상남도 창녕군 대지면
11062,충청남도,서산시,운산면,사슴,2,충청남도 서산시 운산면
11063,경상북도,예천군,호명면,돼지,1,경상북도 예천군 호명면
11064,서울특별시,서초구,원지동,닭,1,서울특별시 서초구 원지동
11065,경상북도,경주시,산내면,거위,3,경상북도 경주시 산내면
11066,대구광역시,북구,연경동,돼지,1,대구광역시 북구 연경동
11067,경상북도,청도군,운문면,염소,3,경상북도 청도군 운문면
11068,전라남도,해남군,북일면,닭,8,전라남도 해남군 북일면
11069,전라북도,김제시,금구면,사슴,4,전라북도 김제시 금구면
11070,충청북도,청주시 청원구,내수읍,관상조,1,충청북도 청주시 청원구 내수읍
11071,충청남도,청양군,대치면,칠면조,1,충청남도 청양군 대치면
11072,경상남도,진주시,집현면,돼지,1,경상남도 진주시 집현면
11073,전라북도,남원시,광치동,염소,2,전라북도 남원시 광치동
11074,경상북도,영천시,신녕면,염소,9,경상북도 영천시 신녕면
11075,경상남도,산청군,시천면,꿀벌,2,경상남도 산청군 시천면
11076,강원도,영월군,북면,면양,1,강원도 영월군 북면
11077,충청북도,충주시,수안보면,돼지,1,충청북도 충주시 수안보면
11078,충청남도,청양군,대치면,토끼,1,충청남도 청양군 대치면
11079,경상북도,군위군,소보면,돼지,1,경상북도 군위군 소보면
11080,충청북도,청주시 청원구,오창읍,관상조,1,충청북도 청주시 청원구 오창읍
11081,전라남도,해남군,현산면,돼지,4,전라남도 해남군 현산면
11082,경기도,광주시,목현동,닭,1,경기도 광주시 목현동
11083,충청남도,예산군,신암면,돼지,6,충청남도 예산군 신암면
11084,경상남도,하동군,옥종면,사슴,1,경상남도 하동군 옥종면
11085,경기도,파주시,월롱면,닭,6,경기도 파주시 월롱면
11086,강원도,강릉시,옥계면,면양,1,강원도 강릉시 옥계면
11087,충청북도,진천군,문백면,오리,6,충청북도 진천군 문백면
11088,경기도,안성시,일죽면,오리,5,경기도 안성시 일죽면
11089,인천광역시,계양구,둑실동,염소,1,인천광역시 계양구 둑실동
11090,경상북도,예천군,용궁면,오리,3,경상북도 예천군 용궁면
11091,경기도,고양시 덕양구,현천동,소,2,경기도 고양시 덕양구 현천동
11092,전라북도,익산시,신흥동,소,4,전라북도 익산시 신흥동
11093,경기도,이천시,호법면,꿀벌,1,경기도 이천시 호법면
11094,충청남도,홍성군,갈산면,관상조,1,충청남도 홍성군 갈산면
11095,강원도,속초시,설악동,닭,1,강원도 속초시 설악동
11096,경기도,안성시,고삼면,토끼,1,경기도 안성시 고삼면
11097,충청북도,진천군,진천읍,돼지,10,충청북도 진천군 진천읍
11098,전라남도,곡성군,옥과면,꿀벌,1,전라남도 곡성군 옥과면
11099,경기도,여주시,가남읍,염소,4,경기도 여주시 가남읍
11100,경상북도,포항시 북구,장성동,닭,1,경상북도 포항시 북구 장성동
11101,경상북도,포항시 남구,오천읍,돼지,2,경상북도 포항시 남구 오천읍
11102,강원도,춘천시,동면,칠면조,2,강원도 춘천시 동면
11103,경기도,양주시,은현면,토끼,1,경기도 양주시 은현면
11104,대전광역시,서구,오동,염소,1,대전광역시 서구 오동
11105,충청북도,단양군,적성면,사슴,2,충청북도 단양군 적성면
11106,충청남도,부여군,양화면,말,1,충청남도 부여군 양화면
11107,전라북도,김제시,제월동,염소,2,전라북도 김제시 제월동
11108,충청북도,충주시,가금면,돼지,2,충청북도 충주시 가금면
11109,충청남도,서천군,시초면,사슴,1,충청남도 서천군 시초면
11110,충청남도,서산시,해미면,당나귀,1,충청남도 서산시 해미면
11111,전라북도,김제시,용지면,관상조,1,전라북도 김제시 용지면
11112,경상북도,김천시,백옥동,돼지,1,경상북도 김천시 백옥동
11113,충청남도,공주시,계룡면,사슴,3,충청남도 공주시 계룡면
11114,경상남도,합천군,합천읍,기러기,1,경상남도 합천군 합천읍
11115,경상남도,합천군,합천읍,칠면조,2,경상남도 합천군 합천읍
11116,충청북도,옥천군,이원면,칠면조,1,충청북도 옥천군 이원면
11117,충청북도,옥천군,군북면,돼지,2,충청북도 옥천군 군북면
11118,강원도,철원군,근남면,염소,4,강원도 철원군 근남면
11119,전라북도,정읍시,산외면,칠면조,2,전라북도 정읍시 산외면
11120,경상북도,상주시,청리면,사슴,1,경상북도 상주시 청리면
11121,경상남도,거제시,하청면,오리,3,경상남도 거제시 하청면
11122,울산광역시,울주군,상북면,오리,1,울산광역시 울주군 상북면
11123,경상남도,함양군,병곡면,돼지,1,경상남도 함양군 병곡면
11124,부산광역시,기장군,장안읍,기러기,1,부산광역시 기장군 장안읍
11125,전라북도,부안군,백산면,메추리,1,전라북도 부안군 백산면
11126,충청남도,공주시,반포면,타조,1,충청남도 공주시 반포면
11127,전라북도,진안군,안천면,소,4,전라북도 진안군 안천면
11128,경상북도,청도군,풍각면,사슴,1,경상북도 청도군 풍각면
11129,경상북도,경주시,산내면,토끼,1,경상북도 경주시 산내면
11130,경상북도,고령군,덕곡면,돼지,2,경상북도 고령군 덕곡면
11131,충청북도,진천군,문백면,사슴,1,충청북도 진천군 문백면
11132,강원도,태백시,황지동,돼지,1,강원도 태백시 황지동
11133,전라북도,부안군,백산면,오리,3,전라북도 부안군 백산면
11134,경상북도,포항시 북구,흥해읍,돼지,1,경상북도 포항시 북구 흥해읍
